mp-8950,1.868326545
mp-758742,1.263206244
mp-755253,2.074442387
mp-770881,1.97527051
mp-752928,1.806856632
mp-3978,1.93962574
mp-771447,1.843873024
mp-764345,2.031529188
mp-849379,2.075682163
mp-9278,2.208340168
mp-769364,1.775695682
mp-780113,1.874037623
mp-554591,1.81984818
mp-6867,1.696250319
mp-981212,1.541812181
mp-23181,1.331684828
mp-19721,2.113594294
mp-769858,1.995972872
mp-770394,1.743201256
mp-560513,1.437098622
mp-767328,1.613927841
mp-730460,1.748206019
mp-1014219,2.072487831
mp-686204,1.856547594
mp-769792,1.929840446
mp-767172,1.823770761
mp-862485,2.270386934
mp-771170,2.09737277
mp-758283,1.667818308
mp-6691,1.983523726
mp-18821,2.218025208
mp-540147,1.898962617
mp-567014,1.807994366
mp-570957,1.149970293
mp-24500,1.457090855
mp-756981,1.481972933
mp-7608,2.068305016
mp-774027,2.082483768
mp-556038,1.772870183
mp-697905,1.699789286
mp-867955,2.130163431
mp-780102,1.955782652
mp-769032,1.58460331
mp-542705,1.881744504
mp-466,1.844156861
mp-18934,1.927743793
mp-868422,1.579350233
mp-850065,2.138424873
mp-18906,1.995146871
mp-769930,1.51526475
mp-977399,1.969355583
mp-31361,1.03166008
mp-778984,2.260310173
mp-999259,2.304982424
mp-12637,2.04262495
mp-646599,1.859492064
mvc-132,2.024055481
mp-973498,1.755157232
mp-31645,1.958809257
mp-853182,1.667970419
mp-762258,2.00404954
mvc-10423,2.254490852
mp-27386,1.107426167
mp-21471,1.83084321
mp-765942,1.771641374
mvc-5073,2.070595741
mvc-11739,1.82437098
mp-762508,2.072129965
mp-556615,1.812639356
mp-868334,2.043220043
mp-5932,1.89558208
mp-996992,1.945822001
mp-1279,2.478500366
mp-23659,1.658774734
mp-706653,1.328066945
mp-570168,1.144621134
mp-978493,2.276881695
mp-22631,2.384297848
mp-771065,2.093789101
mp-773046,2.0210886
mp-1019601,2.205069304
mp-980001,1.338963032
mp-38347,1.635376334
mvc-9807,1.730924129
mp-11644,1.197793484
mp-773450,2.185593367
mvc-9120,1.805963397
mp-775803,2.362560272
mp-850942,1.980905414
