1,mp-135,0.580624872,2.522496873,0.996882242,0.580624872,2.522496873,0.996882242,0.580624872,2.522496873,0.996882242,1.195980357,3.137852358,1.817229618,3.81030668,7.10629606,5.276977019,2.45261515,5.083118791,3.611847403,2.836482321,5.837839226,4.036008046
2,mp-10173,2.875523056,6.020830999,4.501847529,2.875523056,6.020830999,4.501847529,3.765105012,7.474143599,5.91179795,2.875523056,6.020830999,4.501847529,3.333806414,6.845579402,5.273962876,4.063365302,7.796133396,6.182186619,3.618028316,7.204242153,5.62592921
3,mp-976334,9.329378128,13.54543698,11.86683053,9.329378128,13.54543698,11.86683053,9.329378128,13.54543698,11.86683053,9.972688213,14.18874706,12.82253134,15.67085142,20.77043911,18.99183531,12.57346135,17.13762514,15.70627926,13.60177071,18.37224883,16.62578292
4,mp-27930,16.43735513,21.89890419,20.15153137,20.29532687,26.22937668,24.32837016,16.88292008,22.57709185,20.79854284,17.20517993,22.76751815,21.05694574,17.6728829,23.34252832,21.56656078,17.23493197,23.02384339,21.2024576,17.80792247,23.50667507,21.7050364
5,mp-600561,42.8822137,47.82414022,46.79471105,42.8822137,47.82414022,46.79471105,22.29741199,26.73377537,25.27433739,42.8822137,47.82414022,46.79471105,22.56837775,27.06888721,25.59412548,19.41698141,23.73960227,23.15220488,17.77376138,22.08323965,21.11947869
6,mp-861936,22.86283953,27.03592334,25.86357165,22.86283953,27.03592334,25.86357165,22.86283953,27.03592334,25.86357165,23.48677278,27.6598566,26.8421015,29.98404629,34.52371323,33.3406849,26.48103115,30.83671097,29.9067526,27.68232809,32.09607838,31.03347749
7,mp-861931,45.57838356,50.58596455,49.45390847,45.57838356,50.58596455,49.45390847,45.57838356,50.58596455,49.45390847,46.00811523,51.01569622,50.13056757,54.41315911,59.65384035,58.5142905,49.39672421,54.46656829,53.50636382,51.30307539,56.43764991,55.38467256
8,mp-1021323,179.0058268,185.6634016,184.5938697,179.0058268,185.6634016,184.5938697,2.508559236,5.099617509,2.667738994,179.0058268,185.6634016,184.5938697,31.37457016,36.15454695,33.87210332,-5.407306987,-2.932649049,-1.446574472,-5.282339282,-1.411525603,-2.518129044
9,mp-16506,25.3419751,31.36421188,29.71036147,25.3419751,31.36421188,29.71036147,22.91313546,29.15443481,27.05120416,25.3419751,31.36421188,29.71036147,20.85167683,26.85823678,24.83429332,20.06538852,25.89277167,24.01467061,19.37455685,25.24436549,23.27330136
10,mp-867226,5.267586938,8.886684726,7.16981198,5.267586938,8.886684726,7.16981198,5.267586938,8.886684726,7.16981198,5.997864848,9.616962635,8.222669309,11.11774522,15.96294163,14.07626188,8.25002039,12.39084324,10.9245876,9.1815769,13.61778039,11.75516268
11,mp-981935,2.742771452,5.395313246,4.046345423,2.742771452,5.395313246,4.046345423,5.418534611,9.608863083,8.143320008,2.742771452,5.395313246,4.046345423,4.87817781,8.878626894,7.405342983,6.197201355,10.44594915,8.956429853,5.66182954,9.798724384,8.309665167
12,mp-30766,15.85544889,21.30377786,19.53071166,15.85544889,21.30377786,19.53071166,13.93362675,19.1306067,17.86638062,15.85544889,21.30377786,19.53071166,13.7535633,18.93641111,17.59842024,15.67086961,21.00231149,19.72591407,15.85008268,21.1720368,19.88947592
13,mp-30765,47.71430257,52.32453954,51.26561695,47.71430257,52.32453954,51.26561695,47.71430257,52.32453954,51.26561695,48.04932067,52.65955765,51.7969456,54.35036612,59.12113782,58.05960294,50.84197659,55.51650132,54.5904162,52.12530562,56.83319262,55.85044291
14,mp-279,64.65164243,69.697164,68.68342213,64.65164243,69.697164,68.68342213,28.32434246,32.74528072,31.18532901,64.65164243,69.697164,68.68342213,29.96516722,34.50607818,32.9463939,22.37694253,26.64258595,26.18276054,21.17097462,25.46045153,24.50889534
15,mp-11807,49.44938164,54.54475807,53.35866683,49.44938164,54.54475807,53.35866683,26.08089195,30.56866782,28.99242166,49.44938164,54.54475807,53.35866683,27.58345667,32.18357925,30.61108079,22.43146878,26.78644189,25.9417339,22.00480031,26.39285243,25.25631694
16,mp-1378,26.84850754,32.45142347,30.4370477,16.49688956,21.07626679,19.40607118,21.8404822,27.71711701,25.67872572,22.20602835,27.35971916,24.93363971,19.71912405,25.34700158,23.33994224,20.21942151,25.97146319,23.83125041,19.79012597,25.32657225,23.2148718
17,mp-1001581,178.8822636,185.5532128,184.4826222,178.8822636,185.5532128,184.4826222,16.05403156,19.73050943,17.44300025,178.8822636,185.5532128,184.4826222,83.16288997,89.1597693,87.56053608,11.51361567,15.5108346,15.17621867,29.34373503,34.6715251,33.75378645
18,mp-9563,18.44540704,24.31577372,22.66504133,18.44540704,24.31577372,22.66504133,13.7306605,18.84976573,17.20328456,18.44540704,24.31577372,22.66504133,13.8329715,19.4110832,17.56525559,13.05578055,18.21108069,16.64183827,12.17263399,17.54199254,15.93740573
19,mp-23259,10.14766715,15.31247228,13.16176754,10.14766715,15.31247228,13.16176754,10.14766715,15.31247228,13.16176754,10.21733007,15.3821352,13.26349163,11.75910658,17.12994224,14.94457728,11.07326404,16.27842571,14.17695735,11.28532332,16.55800258,14.35214334
20,mp-736,24.88112348,30.76858616,28.97812023,24.88112348,30.76858616,28.97812023,22.16291799,28.07734137,26.26708845,24.88112348,30.76858616,28.97812023,20.59607169,26.46786267,24.55100612,22.66228657,28.60909784,26.83528218,20.83920265,26.69191551,24.88993004
21,mp-11248,14.25035647,17.81423205,16.66391142,14.25035647,17.81423205,16.66391142,14.25035647,17.81423205,16.66391142,14.74672848,18.31060406,17.43749683,17.79598467,21.62161779,20.46898771,16.41178405,20.15132563,19.18925805,16.84651795,20.60563151,19.56514651
22,mp-2659,12.97460453,17.92126805,15.88975431,12.45315764,17.33960034,15.33853434,11.84228253,15.77208533,14.62397941,12.63843922,17.54019355,15.54358594,12.02768641,16.44137952,14.79663305,8.170840965,11.77406366,9.935709799,10.26709559,14.47397323,12.89147553
23,mp-1067,25.85824348,32.07382071,30.46980479,25.85824348,32.07382071,30.46980479,25.85824348,32.07382071,30.46980479,25.9058937,32.12147093,30.54249888,26.67504952,32.92481407,31.31750501,26.22806031,32.42719063,30.84711766,26.40539179,32.62865221,31.0265138
24,mp-2744,26.60617807,31.12872683,29.87384574,26.60617807,31.12872683,29.87384574,20.39149277,25.00641374,23.50078007,26.60617807,31.12872683,29.87384574,19.54063033,24.02260187,22.52352546,19.42645211,23.97356336,22.85702366,18.16238825,22.59120619,21.33711529
25,mp-1646,5.894210551,9.650667932,7.957510194,5.894210551,9.650667932,7.957510194,5.894210551,9.650667932,7.957510194,6.359198841,10.11565622,8.631166004,8.900910001,13.23542587,11.46547808,7.659272518,11.72797707,10.19178503,8.075339582,12.23711018,10.51088166
26,mp-7955,18.39772106,24.24010297,22.38842182,18.39772106,24.24010297,22.38842182,14.57561134,20.14354141,18.22966966,18.39772106,24.24010297,22.38842182,13.69798458,19.29654398,17.27117357,14.72838381,20.28853603,18.48824525,13.53295658,19.05084726,17.19135301
27,mp-23222,9.561773273,14.44075356,12.62474826,9.561773273,14.44075356,12.62474826,9.561773273,14.44075356,12.62474826,10.27548825,15.15446854,13.67666586,17.67311033,23.71829962,21.76852014,13.30195993,18.45588744,16.95849441,14.85780094,20.37443443,18.42601746
28,mp-2170,23.42828038,28.55118789,26.79592901,23.42828038,28.55118789,26.79592901,27.85945729,32.41942784,31.32300768,23.42828038,28.55118789,26.79592901,21.65928987,26.55586635,24.80060388,25.47808217,30.16234164,28.23551458,21.71949574,26.56182004,24.85130007
29,mp-862658,17.4983852,21.48724419,20.12257085,17.4983852,21.48724419,20.12257085,22.27286676,26.80040801,25.39571727,18.31317897,22.30203797,21.38735201,27.02371117,31.82443807,30.39720237,23.46178591,28.0999326,26.92668878,26.62107011,31.35015333,29.91662029
