mp-1001069 	22.274394 	21.223614 	0.921570 	0.649584 	1.185133 	11.208333 	3.583333 	3.164090 	0.713032 	10.623377 	9.901639 	3.841740 	43.491012 	2.441639 	0.018093 	1.742711 	3.217922 	2.498961 	1.662104 	1.055063 	
mp-1001079 	11.795200 	13.011621 	0.000000 	0.686661 	1.607742 	17.000000 	3.000000 	3.160305 	0.507073 	20.500000 	10.500000 	3.529253 	32.529053 	2.081866 	0.015371 	1.505264 	2.804930 	2.795000 	3.170631 	0.829268 	
mp-1001581 	11.286571 	8.660771 	0.000000 	0.426642 	1.507200 	26.000000 	2.000000 	2.964993 	0.269143 	23.333333 	3.000000 	1.441098 	10.104233 	2.363559 	0.016495 	2.163936 	3.745368 	2.550000 	5.600000 	1.114286 	
mp-1001615 	64.021000 	20.466797 	0.000000 	0.770569 	0.920000 	14.000000 	6.000000 	3.259628 	0.562727 	14.666667 	12.000000 	3.873990 	40.933595 	2.734978 	0.012215 	5.194114 	3.750609 	2.143333 	1.634895 	0.954545 	
mp-1001783 	47.442000 	19.793225 	0.000000 	0.677782 	1.032000 	18.000000 	6.000000 	3.440928 	0.424444 	18.000000 	12.000000 	3.825943 	39.586450 	2.671479 	0.012631 	3.980020 	3.805264 	2.373333 	2.431414 	1.000000 	
mp-1001784 	29.731250 	16.231549 	0.000000 	0.682142 	0.864000 	18.000000 	6.000000 	3.250937 	0.471111 	18.000000 	12.000000 	3.584126 	32.463098 	2.585703 	0.015402 	3.041530 	3.499366 	2.233333 	1.833962 	1.000000 	
mp-1001786 	29.003478 	18.024250 	0.000000 	0.702332 	0.792000 	18.000000 	6.000000 	3.357641 	0.491111 	18.000000 	12.000000 	3.708354 	36.048500 	2.656828 	0.013870 	2.671971 	3.692633 	2.173333 	1.612670 	1.000000 	
mp-1001787 	78.914125 	13.739702 	0.000000 	0.431737 	1.218750 	17.000000 	2.000000 	3.014089 	0.367925 	17.666667 	8.666667 	2.683786 	18.319602 	2.606330 	0.018195 	9.537100 	2.695126 	2.280000 	3.312500 	0.962264 	
mp-1001790 	13.734250 	10.632189 	0.000000 	0.757172 	2.330526 	20.000000 	2.000000 	2.980321 	0.738000 	20.000000 	2.000000 	1.660543 	14.176251 	2.225348 	0.023514 	2.144970 	3.141940 	3.440000 	3.157895 	1.000000 	
mp-1001825 	7.976091 	11.109797 	0.000000 	0.298237 	0.405625 	21.000000 	10.000000 	3.032468 	0.341579 	19.000000 	6.000000 	2.323343 	22.219595 	2.290457 	0.045005 	1.192128 	2.277761 	1.570000 	1.187500 	1.105263 	
mp-1001831 	8.875000 	7.090259 	0.000000 	0.520726 	0.588889 	26.000000 	16.000000 	2.783411 	0.407692 	26.000000 	4.000000 	2.096177 	14.180519 	2.096177 	0.070519 	2.078477 	2.096177 	2.040000 	1.444444 	1.000000 	
mp-1001835 	8.875000 	10.842229 	0.000000 	0.505335 	0.836842 	23.000000 	8.000000 	3.039708 	0.836842 	19.000000 	2.000000 	1.553942 	21.684459 	2.317397 	0.046116 	1.359217 	2.790178 	2.040000 	1.000000 	1.210526 	
mp-1001914 	81.201750 	14.509505 	0.000000 	0.561992 	0.800000 	14.000000 	6.000000 	2.837730 	0.731429 	14.000000 	12.000000 	4.345861 	58.038020 	2.661286 	0.034460 	9.292909 	3.072988 	2.080000 	1.093750 	1.000000 	
mp-1002069 	48.071060 	26.013522 	0.000000 	0.258199 	1.846667 	6.000000 	0.000000 	2.964706 	1.991111 	6.000000 	4.000000 	4.091636 	104.054089 	3.107672 	0.009610 	3.068481 	4.091636 	2.250000 	0.927455 	1.000000 	
mp-1002080 	75.549980 	40.737971 	0.000000 	0.258199 	1.846667 	6.000000 	0.000000 	3.449619 	2.084444 	6.000000 	4.000000 	4.628624 	162.951883 	3.802993 	0.006137 	3.079455 	4.628624 	2.203333 	0.885928 	1.000000 	
mp-1002572 	23.469011 	9.595823 	1.414214 	1.098159 	1.332692 	31.000000 	10.000000 	3.231635 	0.941111 	27.000000 	12.000000 	3.020026 	19.191647 	2.117860 	0.026053 	4.061172 	2.863932 	2.810000 	1.416084 	1.148148 	
mp-1003313 	24.971649 	9.713220 	0.707107 	1.069610 	1.611333 	24.500000 	4.000000 	2.932899 	0.982227 	27.444444 	12.000000 	2.950336 	17.807569 	1.983471 	0.018719 	4.268968 	2.655455 	2.810000 	1.640490 	0.892713 	
mp-1003315 	27.283398 	11.282086 	0.000000 	0.939346 	1.664211 	19.000000 	0.000000 	3.135500 	0.884727 	22.916667 	10.750000 	2.828422 	18.333390 	2.092286 	0.006818 	4.015577 	4.231618 	2.810000 	1.881044 	0.829091 	
mp-10173 	6.940000 	20.189843 	0.000000 	0.000000 	0.000000 	12.000000 	12.000000 	3.056657 	NaN 	NaN 	12.000000 	3.056657 	20.189843 	0.000000 	0.049530 	0.570776 	3.035775 	NaN 	NaN 	NaN 	
mp-10178 	20.739587 	16.042323 	0.000000 	0.470380 	0.770000 	8.000000 	0.000000 	2.500250 	0.836000 	10.000000 	12.000000 	4.082891 	48.126968 	2.500250 	0.020778 	2.146702 	4.082891 	1.750000 	0.921053 	0.800000 	
mp-10179 	64.856250 	17.653594 	0.000000 	0.394412 	0.922857 	14.000000 	0.000000 	3.029455 	0.717143 	14.000000 	12.000000 	4.639481 	70.614375 	3.280608 	0.014161 	6.100390 	4.639480 	1.853333 	1.286853 	1.000000 	
mp-10180 	60.515000 	16.298081 	0.000000 	0.515543 	0.954167 	14.000000 	4.000000 	2.949843 	0.860714 	14.000000 	12.000000 	4.517559 	65.192324 	2.980412 	0.030678 	6.165459 	2.766428 	2.125000 	1.108575 	1.000000 	
mp-10181 	38.102950 	10.598531 	0.000000 	0.470639 	0.648000 	26.000000 	12.000000 	3.182525 	0.168205 	26.000000 	6.000000 	2.767527 	21.197061 	2.396749 	0.023588 	5.969691 	3.913874 	1.906667 	3.852439 	1.000000 	
mp-10182 	34.431254 	15.907113 	0.000000 	0.278855 	0.886000 	10.000000 	0.000000 	2.724626 	0.732222 	9.000000 	12.000000 	4.071388 	47.721340 	2.493206 	0.020955 	3.594184 	4.071388 	1.920000 	1.210015 	1.111111 	
mp-10189 	77.501750 	23.759899 	0.000000 	0.538031 	0.712727 	14.000000 	6.000000 	3.454712 	0.383158 	12.666667 	12.000000 	4.068248 	47.519797 	2.922280 	0.010522 	5.416339 	3.989594 	1.913333 	1.860140 	1.105263 	
mp-10231 	54.949511 	22.688467 	0.000000 	0.732200 	0.927500 	15.000000 	6.000000 	3.523608 	0.466585 	13.666667 	12.000000 	4.003639 	45.376934 	2.555974 	0.011019 	4.021588 	3.993422 	2.216667 	1.987846 	1.097561 	
mp-10250 	40.252442 	13.312359 	0.000000 	1.494438 	1.337143 	14.000000 	0.000000 	2.873984 	1.498065 	15.500000 	8.000000 	2.865673 	22.187264 	2.026337 	0.015024 	5.020837 	4.052674 	3.207500 	0.892580 	0.903226 	
mp-10251 	50.359500 	13.297815 	0.000000 	1.169118 	1.418182 	25.000000 	6.000000 	3.330703 	0.997241 	19.333333 	11.500000 	3.382806 	26.595631 	1.921094 	0.018800 	6.288398 	3.377801 	2.700000 	1.422105 	1.293103 	
mp-10485 	88.675667 	32.437842 	0.000000 	0.475370 	0.416667 	9.000000 	0.000000 	3.394529 	0.841429 	10.500000 	12.000000 	5.177839 	97.313526 	2.853443 	0.010276 	4.539326 	4.942313 	1.470000 	0.495190 	0.857143 	
mp-10499 	26.349849 	14.234292 	0.000000 	0.778583 	1.917647 	17.000000 	0.000000 	2.973422 	0.807222 	14.823529 	8.083333 	2.846959 	21.351437 	1.993232 	0.003903 	3.073839 	4.928191 	2.971176 	2.375612 	1.146825 	
mp-10517 	20.530585 	13.077787 	0.000000 	0.777220 	1.921176 	17.000000 	0.000000 	3.009854 	0.819314 	17.500000 	8.857143 	2.884714 	20.550808 	1.984909 	0.006951 	2.606789 	4.893728 	2.982000 	2.344859 	0.971429 	
mp-10520 	37.577857 	12.285291 	0.000000 	1.112753 	1.214286 	18.000000 	8.000000 	2.919310 	0.781481 	18.000000 	10.000000 	3.021157 	21.499259 	2.025779 	0.011628 	5.079085 	2.649800 	2.740000 	1.553825 	1.000000 	
mp-10525 	12.719192 	9.931532 	0.000000 	0.747405 	0.496471 	26.000000 	18.000000 	3.114311 	0.811538 	26.000000 	12.000000 	3.829985 	39.726127 	2.345377 	0.050345 	2.126582 	2.708208 	1.985000 	0.611765 	1.000000 	
mp-10555 	65.478625 	17.838710 	0.000000 	0.891326 	1.112143 	14.000000 	0.000000 	3.118390 	1.076250 	14.857143 	6.500000 	3.304242 	35.677419 	1.957873 	0.007007 	6.095018 	4.428076 	2.262857 	1.033350 	0.942308 	
mp-10556 	53.051875 	15.266209 	0.000000 	0.915391 	1.072105 	19.000000 	0.000000 	3.249236 	0.968268 	18.142857 	10.500000 	3.426177 	30.532417 	2.010598 	0.008188 	5.770433 	4.953628 	2.280000 	1.107241 	1.047244 	
mp-10584 	56.781800 	13.831621 	0.000000 	1.217120 	1.105714 	14.000000 	0.000000 	2.970043 	1.206389 	16.000000 	8.000000 	2.902459 	23.052702 	2.190406 	0.007230 	6.816712 	5.804917 	2.735556 	0.916549 	0.875000 	
mp-10614 	41.844587 	22.680107 	0.000000 	0.590000 	0.423333 	9.000000 	0.000000 	3.005673 	0.890000 	10.500000 	8.000000 	4.286127 	68.040322 	2.479995 	0.014697 	3.063607 	4.258062 	1.570000 	0.475655 	0.857143 	
mp-10615 	58.413587 	25.686641 	0.000000 	0.560000 	0.463333 	9.000000 	0.000000 	3.131166 	0.941429 	10.500000 	8.000000 	4.456858 	77.059923 	2.559677 	0.012977 	3.776117 	4.433496 	1.540000 	0.492160 	0.857143 	
mp-10616 	73.062867 	27.675526 	0.000000 	0.555000 	0.460000 	9.000000 	0.000000 	3.210309 	0.934286 	10.500000 	8.000000 	4.571470 	83.026579 	2.629923 	0.012044 	4.383689 	4.555164 	1.535000 	0.492355 	0.857143 	
mp-10618 	69.919500 	22.174983 	0.000000 	0.659572 	0.948000 	18.000000 	6.000000 	3.591147 	0.488750 	16.000000 	12.000000 	3.973311 	44.349965 	2.826966 	0.011274 	5.235690 	3.958869 	2.293333 	1.939642 	1.125000 	
mp-10620 	44.961412 	12.930972 	0.000000 	1.188695 	1.315385 	22.000000 	5.000000 	3.160583 	1.009839 	20.666667 	11.000000 	3.311545 	25.861944 	1.929463 	0.019333 	5.773613 	3.120900 	2.670000 	1.302569 	1.064516 	
